가수명,노래제목,발매일,가사,좋아요수,순위
스마일게이트알피지,"Sweet Dreams, My Dear (Song by. 소향)",2022-05-18,Can you hear the crystal melody with a small hint of misery Life sometimes promises warmth tomorrow Just like a dusky sunset in splendor I remember the humming sound is passing by The tears we have held back all the dreams that I have lost in the Precious days Just keep on dreaming and dreaming alone in the faded paradise your heart that is lighting up the world Takes me to the beautiful dawn Can you see the place I used to stay waiting for you to call me Life sometimes becomes a shining starlight gazing at you make my heart more flutter Just keep on dreaming and dreaming don’t you fold your wings in doubt Each piece of precious memory They will make you fly away I will be there in your memory sweet sweet dreams my dear ,7607,1639
정키,진심 (Feat. 임세준),2014-05-29,언제부터 내 기억 속에 자리잡은 니가 없어 텅빈 방에 혼자인 게 익숙해진 걸 니 방 침대에 다른 남자와 웃고 있던 사실 속에 어떻게 아무렇지 않게 니 얼굴을 봐 우리 함께 했던 지난 시간 속에 내가 알던 너의 진심은 있었니 내 손을 붙잡고 눈을 마주하며 속삭이던 말들 이제는 거짓이라고 그때 크게 다툰 후로 우린 멀어져 이젠 아니라고 그 누군가 말할 때 사랑했단 이유로 널 믿어보려고 아무리 노력해도 그때 크게 다툰 후로 우린 멀어져 이젠 아니라고 그 누군가 말할 때 오랜 시간 만남 속에 더 이상 아무것도 믿을 수 없어 You 한번쯤 말하려 했던 말 만나선 할 수 없었던 말 사실 가슴 졸일 만큼 널 첨 만날 때 설렘은 아냐 생각하면 언제부턴지 함께 얘기할 때마다 따분한 표정 눈을 피했던 니 모습만 봐 우리 함께 했던 지난 시간 속에 내가 알던 너의 진심은 있었니 내 손을 붙잡고 눈을 마주하며 속삭이던 말들 이제는 거짓이라고 그때 크게 다툰 후로 우린 멀어져 이젠 아니라고 그 누군가 말할 때 사랑했단 이유로 널 믿어보려고 아무리 노력해도 그때 크게 다툰 후로 우린 멀어져 이젠 아니라고 그 누군가 말할 때 오랜 시간 만남 속에 더 이상 아무것도 믿을 수 없어 떠날 너의 품 안에 잠들었던 지난 시간이 그리워 잊혀지는 기억들에 괜시리 애꿎은 원망만 남았어 다시 돌아간대도 나만 바라보며 사랑해준다는 게 우릴 멀어지게 하는 걸 뿌리치는 게 너에게는 힘든 일인 걸 알아 더 이상 기다리지 않을게 이젠 너의 곁을 떠나고 싶을 뿐 ,54622,1640
김정민,무한지애(無恨之愛),1996-10-01,니가 없는 이 세상은 나에게는 어둠일 뿐이야. 나도 이제는 너를 따라서 이 세상을 떠나려해. 나는 다시 태어나도 내 사랑은 너 하나 뿐이야. 다음 세상에 만나는 그 날을 꿈꾸며 이젠 안녕~ 너는 웃으며 나를 반기겠지 그 눈빛을 난기억해. 어둠의 벽을넘어서 우리함께 다시 만나길 기도해 영원히 너만을 사랑해~한순간도 잊을수 없는너 기다려온 우리의사랑을 이제야 다시 만나게 됐어 처음 흰 눈이 어깨에 쌓일때 너를 위해 기도했어 성당의 종소리만이 희미하게 너의눈물을 위로해 영원히 너만을 사랑해 한순간도 잊을수 없는 너 기다려온 우리의사랑을 이제야다시 만나게 됐어 영원히 너만을 사랑해 한순간도 잊을수 없는너 기다려온우리의사랑을 이제야 다시 만나게 됐어 이젠 웃을수 있어  ,9956,1641
유회승 (엔플라잉),사랑했었다 (Still love you),2022-05-02,잊지 마 잊지 마 우리 헤어질 때 힘들던 그날의 인사를 울지 마 울지 마 부디 행복해 줘 나의 사랑 안녕 사랑해 사랑해 내가 더 사랑해 이제 두 번 다시 너에게 해줄 수 없는 말 너만 너만 너만 사랑했던 나의 전부였었던 널 아프게 해서 미안해 미안해 다시 돌아갈 수 없지만 난 너만 난 너만 난 너만 많이 사랑했었다 하지 마 하지 마 추억도 하지마 아픈 내 가슴아 미워해 미워해 이젠 널 미워해 너를 잊으려면 이럴 수 밖에 없으니까 너만 너만 너만 사랑했던 나의 전부였었던 널 아프게 해서 미안해 미안해 다시 돌아갈 수 없지만 난 너만 난 너만 난 너만 너는 내 가슴에 문신처럼 새겨져 지우려 해봐도 지울 수 없는 내 사랑아 너만 너만 너만 기다린다 너무 아픈 사랑아 많이 보고 싶다 미안해 미안해 난 아직 너를 사랑해 난 너만 난 너만 난 너만 기다린다 ,2632,1642
Apink (에이핑크),나만 알면 돼,2022-04-19,여리게 피어있던 잎이 봄비에 흔들려도 아프게 피워낸 잎들은 마치 기적 같은 걸 끝없이 달려왔던 시간이 차가웠던 바람에 또 무너지고 한 번 더 버텨내도 내 맘처럼 쉽질 않아 나만 알면 돼 나 홀로 흘린 눈물은 삼킨 감정은 널 만나기 전 천천히 조금씩 사라져 항상 네 앞에선 언제나 웃고 싶은 걸 난 no matter you want 흔들리지 않고 피는 꽃이라는 건 없잖아 흐르는 시간 속에 우리 영원할 거라는 믿음 무너져도 날 보며 일어나줘 Baby 내 어깨에 잠시 기대도 돼 너와 난 매일 또 다른 시작인걸 끝없는 결말이 남아있을 뿐이야 나 이제 약속할게 영원히 놓지 않을게 나만 알면 돼 나 홀로 흘린 눈물은 삼킨 감정은 널 만나기 전 천천히 조금씩 사라져 항상 네 앞에선 언제나 웃고 싶은 걸 난 no matter you want 흔들리지 않고 피는 꽃이라는 건 없잖아 내가 널 기억할게 어두워진 순간 우리란 이름으로 있을 거야 마음에 파도가 밀려와도 뜨거웠던 날 분홍빛처럼 멈추지 않아 너와 나 이 길 언제나 함께 이 시간 속에 나만 알면 돼 어둠이 내린 시간은 삼킨 감정은 널 만나기 전 천천히 조금씩 사라져 항상 네 앞에선 언제나 웃고 싶은 걸 난 no matter you want 흔들리지 않고 한 번 더 일어나 볼게 나를 믿어줘 변치 않을게 지금 이 자리에 있을게 시간 만이 만들 수 있는 너무 닮은 우리 no matter we want 닳고 헤진 만큼 너무도 소중한 걸 나에겐 행복해야 돼 넌 ,6045,1643
주호,그때의 니가 그리워,2020-03-02,요즘 좋아 보이더라 참 행복해 보여 내가 아닌 다른 사람과 가끔 생각이 들더라 다정한 니 말투 너의 작은 습관 하나까지도 잘 지내라는 거짓말 행복 하라는 마지막 그 말 기억에 남아서 그때의 니가 너무 그리워 늘 철없던 내 투정도 다 받아주던 그날의 니가 사랑한단 그 흔한 한 마디 조차 말하지 못 했던 내가 미워지는 날 자꾸 생각이 들더라 차갑던 내 말투 나의 작은 습관 하나 까지도 잘 지내라는 거짓말 행복 하라는 마지막 그 말 기억에 남아서 아파 그때의 니가 너무 그리워 늘 철없던 내 투정도 다 받아주던 그날의 니가 사랑한단 그 흔한 한 마디 조차 해주지 못 했던 내가 말하지 못 했던 우리 왜 가는 곳 마다 너의 흔적들이 보여서 널 잊는 건 아직 못할 것 같아 그때의 내가 참 미워지는 날 그 날의 우리가 너무 그리워 늘 말없이 괜찮다며 날 안아주던 그 날의 너를 사랑한단 그 흔한 한 마디 조차 해주지 못했던 내가 참 미워지는 날 ,11655,1644
정준일,바램,2017-03-14,그대를 만나지 않길 바래요 오늘도 나 다짐 했어요 나만큼만 아니 나보다 조금 아팠으면 난 좋겠어요 우리 이렇게 될 거라면 우리 이렇게 헤어질 거라면 그대 내게 보여준 꿈과 믿음 아무것도 아닌가요 왜 나를 미워하게 됐는지 다른 누군갈 사랑하는지 그래도 한번은 날 사랑했잖아 묻고 싶은 말들이 많고 많은 걸요 처음부터 헤어질 걸 알았다면 처음부터 사랑하지 말걸 이별은 늘 익숙하고 어려워 난 못난 사람인가 봐요 나 없이도 행복한가요 내가 없는 하루는 어떤가요 지루하고 외로운 날들이죠 가끔은 울기도 해요 왜 나를 미워하게 됐는지 다른 누군갈 사랑하는지 그래도 한번은 날 사랑했잖아 묻고 싶은 말이 많은데 다시 사랑할 수 없다 해도 그저 한번만 보고 싶어요 난 이제 무엇도 기대하지 않아요 잘해주지 못해 미안했던 것만 왜 이렇게 가슴에 남아 다시 사랑할 수 없다 해도 그저 한번만 보고 싶어요 난 어쩌죠 ,43550,1645
펀치 (Punch),그때의 우리,2019-12-17,밤이 찾아와 내 맘에 따듯한 위로가 돼준 넌 내게 어떤 의미였을까 길고 길던 그대 안의 나를 안아주네요 그대를 위해서 It’s for you Goodbye Goodbye 이젠 나를 떠나요 Goodbye Goodbye 그대 나를 안아줄까요 너의 향기 다 지워질까 그대만 바라보아요 나는 알아요 그대가 나를 떠나야 했음을 서로가 아직 사랑하지만 멀고 멀던 그대 있는 그곳 어디인가요 찾을 수 없겠죠 이젠 Goodbye Goodbye 이젠 나를 떠나요 Goodbye Goodbye 그대 나를 안아줄까요 너의 향기 다 지워질까 그대만 바라보아요 마지막이란 걸 알아요 우리만의 얘기도 가장 빛나던 널 가슴속에 담아요 이젠 그댈 보내야만 하죠 It's for you 안녕 안녕 많이 사랑했어요 안녕 안녕 너무 보고 싶을 거에요 추억으로 살아지겠죠 그대만 기억하겠죠 ,22095,1646
서기,추억의 책장을 넘기면,2022-01-11,가물거리는 추억의 책장을 넘기면 오 끝내 이루지 못한 아쉬움과 초라한 속죄가 옛 이야기처럼 뿌연 창틀에 먼지처럼 오 가슴에 쌓이네 이젠 멀어진 그대 미소처럼 비바람이 없어도 봄은 오고 여름은 가고 오 그대여 눈물이 없어도 꽃은 피고 낙엽은 지네 오 내 남은 그리움 세월에 띄우고 잠이 드네 꿈을 꾸네 비바람이 없어도 봄은 오고 여름은 가고 오 그대여 눈물이 없어도 꽃은 피고 낙엽은 지네 오 내 남은 그리움 세월에 띄우고 잠이 드네 꿈을 꾸네 잠이 드네 꿈을 꾸네 ,5130,1647
전건호,"2528, 3544 (내 번호 아직 그대로야)",2020-12-01,오늘 무슨 날 인지 아니 너 우리 만난 지 3년이 되는 날이야 어쩌면 너도 기억할까 봐 난 너의 연락을 기다려 2528 끝자리 내 번호 아직 그대로야 나 데려다주던 방이역 2번 출구 거기에 살아 헤어지고 하루도 널 잊은 적 없어 밤새 널 생각했어 오늘 무슨 날인 지 알아 나 오래전부터 망설였어 정말 용기 내 전화 걸어보려 노력해도 선뜻 누르기 어려워 미안해 3544 끝자리 내 번호 아직 그대로야 바보 같은 내게 혹시 너 먼저 연락해 줄 수 있니 헤어지고 하루도 널 잊은 적 없어 밤새 널 생각했어 이게 마지막 기다림이 되지 않게 한번 날 잡아 주면 안되니 오늘 하루만 1년 전 그대로야 달라진 것도 없는걸 가끔 너의 동넬 지날 때 나를 안아주던 네가 떠올라 너도 혹시 내 연락 기다리고 있니 너도 내가 그립니 2528끝자리 내 번호 아직 그대로야 매일 인사하던 방이역 2번 출구에서 널 기다려 사랑해 널 사랑해 지금 전화해 줘 우리 찬란하고 설레었던 그때 그날로 돌아가자 ,6479,1648
김필,어떤 날은,2021-03-03,모든 게 다 너무나 빠르게 흘러가 사람 사랑 아름다운 순간들 매일같이 오늘이 예쁘면 좋을 텐데 그건 너무 욕심일까 사랑하는 사람과 얼굴을 마주하고 오늘 하루를 얘기하는 것 어린아이의 얼굴 수줍은 미소 앞에 옅은 웃음을 간직하는 것 세상에 모든 마음을 담아 너를 사랑하길 난 기도해 소중한 건 늘 좀 느리 대도 아주 오래도록 빛나니까 어떤 날은 모든 게 다 너무나 느리게 흘러가 만남 이별 복잡한 순간들 어제같이 오늘도 무난하면 좋을 텐데 그건 너무 심심할까 두 번 봤던 영화를 한 번 더 틀어놓고 침대 위에서 뒤척이다가 연락 없는 휴대폰 밤새 뒤적이다가 아침에 알람을 못 들어도 세상에 모든 마음을 담아 너를 사랑하길 난 기도해 소중한 건 늘 좀 느리 대도 아주 오래도록 빛나니까 언젠가 우리 어른이 되면 원하는 모든 걸 이룰 거라 걱정보다는 처음 설레었던 소중한 그 마음을 기억해 줘 언젠가 우리 어른이 되면 원하는 모든 걸 이룰 거라 걱정보다는 처음 설레었던 소중한 그 마음을 기억해 줘 소중한 그 마음을 ,13388,1649
태연 (TAEYEON),별처럼,2010-11-17,세상 어느 곳에 그대 숨더라도 나는 그댈 찾아낼 수가 있어요 그대가 없다면 그대가 없다면 내 심장은 뛰지 않으니까 사랑이라 굳이 말하지 않아도 마음으로 나는 알 수가 있죠 그대만 있다면 그대만 있다면 아무것도 난 필요 없는데 You're my everything to me You're my everything to me 하늘의 별처럼 환하게 비춰주리 그대는 나만의 사랑 영원한 나만의 사랑 우리 사랑해요 그대 하나면 난 충분해요  그 무엇과 비교할 수 있을까요 그 무엇과 바꿀 수가 있나요 그대의 사랑을 그대의 마음을 그 누가 대신 할 수 있나요 You're my everything to me You're my everything to me 하늘의 별처럼 환하게 비춰주리 그대는 나만의 사랑 영원한 나만의 사랑 우리 사랑해요 그대 하나면 나 충분해요 이별하는 일 없을거에요 그대에게 상처주는 일 눈물 흘리게 할일 나 없도록 You're my everything to me You're my everything to me 우리 변치마요 세월이 흐른대도 그대는 나만의 사랑 영원한 나만의 사랑 우리 사랑해요 슬픔 없는 세상에서 우리    ,46991,1650
이민혁,고백해줘요,2022-07-15,아무 일 없는 하루가 아무렇지도 않게 끝나요 한 페이지에 담긴 일기처럼 평범한 날이죠 소설 속 주인공처럼 영화 속 마지막 scene처럼 운명을 믿는 건 내게 너무 큰 욕심인 걸까요 노란 별빛 조명 아래서 나에게 고백해줄래요 모두가 축하해주는 날 내 마음이 누구보다 빛나게 비밀스러운 그 마음이 나를 위한 맘이길 바라요 다정하게 바라본 눈빛은 별 의미 없나요 마음껏 웃게 될지도 마음껏 울지도 몰라요 어떤 엔딩이 될지는 그대만이 알고 있어요 노란 별빛 조명 아래서 나에게 고백해줄래요 그대와 내 맘 같다면 불행들도 의미가 있어요 내 표정들을 좋아한다고 영원히 날 좋아한다고 계속해서 말해줄래요 말해줘도 믿을 수 없어요 ,463,1651
이준형,함께할 수 있기를,2022-04-16,깊어진 밤 하늘 너의 목소리가 힘든 날 다가와 내 마음을 만지네 가려진 시간을 견뎌야 한다면 널 담은 마음으로 난 버틸 수 있어 어디쯤 난 왔을까 헤매어 길 잃어도 끝없는 하늘이 꼭 너와 닮아서 지쳐있는 내 마음을 머물게 해주네 닫혀있던 마음에 단비가 돼 주고 얼어 있던 나의 마음을 녹여 준다 다시 태어나도 너의 곁이라면 어디라도 함께할 수 있기를 알 수 없는 마음들이 나를 감싸 올 땐 잠시 눈을 감고서 널 떠 올리곤 해 끝이 없는 바다가 꼭 너와 닮아서 조그만 내 마음들을 흐르게 해 주네 닫혀있던 마음에 단비가 돼 주고 얼어 있던 나의 마음을 녹여 준다 다시 태어나도 너의 곁이라면 어디라도 함께할 수 있기를 다시 태어나도 너의 곁이라면 어디라도 함께할 수 있기를 ,3432,1652
